platform,rsa_bits,family,operation,payload_bytes,run_index,ops,total_ms,ms_per_op,throughput_mib_s
windows-mingw64,4096,rsa-oaep,encrypt,32,12,1,0.302100,0.302100,0.101018
windows-mingw64,4096,rsa-oaep,encrypt,32,13,1,0.628700,0.628700,0.048541
windows-mingw64,4096,rsa-oaep,encrypt,32,14,1,0.555500,0.555500,0.054937
windows-mingw64,4096,rsa-oaep,encrypt,32,15,1,0.337600,0.337600,0.090396
windows-mingw64,4096,rsa-oaep,encrypt,32,16,1,0.308900,0.308900,0.098794
windows-mingw64,4096,rsa-oaep,encrypt,32,17,1,0.305700,0.305700,0.099829
windows-mingw64,4096,rsa-oaep,encrypt,32,18,1,0.304400,0.304400,0.100255
windows-mingw64,4096,rsa-oaep,encrypt,32,19,1,0.336400,0.336400,0.090718
windows-mingw64,4096,rsa-oaep,encrypt,32,20,1,0.304000,0.304000,0.100387
windows-mingw64,4096,rsa-oaep,encrypt,32,21,1,0.387300,0.387300,0.078796
windows-mingw64,4096,rsa-oaep,encrypt,32,22,1,0.330800,0.330800,0.092254
windows-mingw64,4096,rsa-oaep,encrypt,32,23,1,0.305900,0.305900,0.099763
windows-mingw64,4096,rsa-oaep,encrypt,32,24,1,0.322300,0.322300,0.094687
windows-mingw64,4096,rsa-oaep,encrypt,32,25,1,0.321700,0.321700,0.094863
windows-mingw64,4096,rsa-oaep,encrypt,32,26,1,0.307300,0.307300,0.099309
windows-mingw64,4096,rsa-oaep,encrypt,32,27,1,0.300800,0.300800,0.101455
windows-mingw64,4096,rsa-oaep,encrypt,32,28,1,0.301300,0.301300,0.101286
windows-mingw64,4096,rsa-oaep,encrypt,32,29,1,0.301200,0.301200,0.101320
windows-mingw64,4096,rsa-oaep,encrypt,32,30,1,0.301100,0.301100,0.101354
windows-mingw64,4096,rsa-oaep,decrypt,32,1,1,139.724600,139.724600,0.000218
windows-mingw64,4096,rsa-oaep,decrypt,32,2,1,137.594800,137.594800,0.000222
