platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha3-512,104857600,hash,20,1,1000,753.832100,753.832100,132.655534,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,21,1,1000,750.792700,750.792700,133.192558,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,22,1,1000,759.895200,759.895200,131.597094,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,23,1,1000,792.055100,792.055100,126.253843,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,24,1,1000,779.289400,779.289400,128.322033,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,25,1,1000,747.548300,747.548300,133.770621,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,26,1,1000,750.407700,750.407700,133.260893,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,27,1,1000,790.357300,790.357300,126.525054,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,28,1,1000,757.974500,757.974500,131.930560,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,29,1,1000,794.407300,794.407300,125.880011,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,104857600,hash,30,1,1000,772.026300,772.026300,129.529266,64,true,gcc-16.1,Release
