platform,algo,input_size_bytes,mode,run,ops,warmup_ms,total_ms,latency_ms_per_op,throughput_mib_s,digest_size_bytes,streaming,compiler,build_type
windows11-mingw64,sha3-256,1048576,hash,20,100,1000,359.591800,3.595918,278.093104,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,21,100,1000,358.443400,3.584434,278.984074,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,22,100,1000,359.198800,3.591988,278.397367,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,23,100,1000,349.380000,3.493800,286.221306,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,24,100,1000,364.697100,3.646971,274.200151,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,25,100,1000,357.670700,3.576707,279.586782,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,26,100,1000,352.403700,3.524037,283.765466,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,27,100,1000,361.301600,3.613016,276.777075,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,28,100,1000,355.879400,3.558794,280.994067,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,29,100,1000,355.235900,3.552359,281.503080,32,true,gcc-16.1,Release
windows11-mingw64,sha3-256,1048576,hash,30,100,1000,354.382300,3.543823,282.181136,32,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,1,100,1000,628.837600,6.288376,159.023570,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,2,100,1000,617.605800,6.176058,161.915578,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,3,100,1000,620.843800,6.208438,161.071110,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,4,100,1000,623.772300,6.237723,160.314910,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,5,100,1000,618.898200,6.188982,161.577461,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,6,100,1000,618.098600,6.180986,161.786485,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,7,100,1000,650.992300,6.509923,153.611648,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,8,100,1000,642.301800,6.423018,155.690051,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,9,100,1000,677.929700,6.779297,147.507920,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,10,100,1000,642.443900,6.424439,155.655614,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,11,100,1000,634.578000,6.345780,157.585041,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,12,100,1000,616.955300,6.169553,162.086297,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,13,100,1000,836.100800,8.361008,119.602804,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,14,100,1000,873.378100,8.733781,114.497948,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,15,100,1000,776.086500,7.760865,128.851616,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,16,100,1000,830.881500,8.308815,120.354106,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,17,100,1000,754.379300,7.543793,132.559311,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,18,100,1000,769.584100,7.695841,129.940315,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,19,100,1000,762.842500,7.628425,131.088659,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,20,100,1000,760.786700,7.607867,131.442887,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,21,100,1000,757.579500,7.575795,131.999348,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,22,100,1000,754.456300,7.544563,132.545782,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,23,100,1000,789.049600,7.890496,126.734745,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,24,100,1000,762.449500,7.624495,131.156227,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,25,100,1000,793.764000,7.937640,125.982030,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,26,100,1000,764.522700,7.645227,130.800564,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,27,100,1000,787.904800,7.879048,126.918887,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,28,100,1000,767.032900,7.670329,130.372504,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,29,100,1000,780.061100,7.800611,128.195086,64,true,gcc-16.1,Release
windows11-mingw64,sha3-512,1048576,hash,30,100,1000,837.563500,8.375635,119.393933,64,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,1,100,1000,13502.329600,135.023296,740.612938,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,2,100,1000,11676.574500,116.765745,856.415552,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,3,100,1000,11700.914300,117.009143,854.634069,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,4,100,1000,11688.757200,116.887572,855.522946,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,5,100,1000,11671.918900,116.719189,856.757152,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,6,100,1000,11654.461600,116.544616,858.040495,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,7,100,1000,11709.104700,117.091047,854.036261,32,true,gcc-16.1,Release
windows11-mingw64,sha256,104857600,hash,8,100,1000,11693.093100,116.930931,855.205711,32,true,gcc-16.1,Release
